orderid,userid,restaurantid,ordertype,deliveryaddress,deliverytime,deliverypersonid,notes,totalamount,orderdate
921,201,10,Dostava,686 Random Street,2024-07-26 13:06:00,614,Sample note for the order.,450.00,2024-07-26 12:06:00
922,464,9,Konzumacija u restoranu,640 Random Street,2024-09-19 13:06:00,614,Sample note for the order.,198.00,2024-09-19 13:06:00
923,587,4,Dostava,777 Random Street,2024-10-07 13:06:00,614,Sample note for the order.,276.00,2024-10-07 11:06:00
924,511,3,Dostava,258 Random Street,2024-08-10 13:06:00,614,Sample note for the order.,273.00,2024-08-10 11:06:00
925,511,4,Konzumacija u restoranu,453 Random Street,2024-01-19 13:06:00,614,Sample note for the order.,225.00,2024-01-19 12:06:00
926,247,2,Dostava,654 Random Street,2024-10-19 13:06:00,614,Sample note for the order.,258.00,2024-10-19 13:06:00
927,518,3,Konzumacija u restoranu,372 Random Street,2024-11-19 13:06:00,614,Sample note for the order.,252.00,2024-11-19 12:06:00
928,212,7,Konzumacija u restoranu,594 Random Street,2024-07-27 13:06:00,614,Sample note for the order.,84.00,2024-07-27 13:06:00
929,315,1,Dostava,31 Random Street,2024-06-24 13:06:00,614,Sample note for the order.,24.00,2024-06-24 11:06:00
930,573,7,Dostava,995 Random Street,2024-08-30 13:06:00,614,Sample note for the order.,56.00,2024-08-30 11:06:00
931,259,7,Konzumacija u restoranu,693 Random Street,2024-04-08 13:06:00,614,Sample note for the order.,147.00,2024-04-08 12:06:00
932,276,5,Dostava,494 Random Street,2024-09-07 13:06:00,614,Sample note for the order.,243.00,2024-09-07 11:06:00
933,156,7,Konzumacija u restoranu,351 Random Street,2024-04-26 13:06:00,614,Sample note for the order.,40.00,2024-04-26 13:06:00
934,341,5,Dostava,583 Random Street,2024-03-30 13:06:00,614,Sample note for the order.,24.00,2024-03-30 11:06:00
935,111,9,Konzumacija u restoranu,510 Random Street,2024-04-20 13:06:00,614,Sample note for the order.,120.00,2024-04-20 12:06:00
936,186,5,Konzumacija u restoranu,164 Random Street,2024-04-22 13:06:00,614,Sample note for the order.,210.00,2024-04-22 13:06:00
937,226,8,Dostava,700 Random Street,2024-05-19 13:06:00,614,Sample note for the order.,147.00,2024-05-19 12:06:00
938,503,7,Konzumacija u restoranu,850 Random Street,2024-06-03 13:06:00,614,Sample note for the order.,46.00,2024-06-03 12:06:00
939,101,1,Dostava,519 Random Street,2024-06-27 13:06:00,614,Sample note for the order.,192.00,2024-06-27 13:06:00
940,142,6,Dostava,797 Random Street,2024-07-22 13:06:00,614,Sample note for the order.,320.00,2024-07-22 13:06:00
941,434,9,Dostava,724 Random Street,2024-09-12 13:06:00,614,Sample note for the order.,10.00,2024-09-12 13:06:00
942,342,10,Konzumacija u restoranu,849 Random Street,2024-08-15 13:06:00,614,Sample note for the order.,192.00,2024-08-15 12:06:00
943,414,2,Dostava,799 Random Street,2024-04-08 13:06:00,614,Sample note for the order.,133.00,2024-04-08 13:06:00
944,414,7,Konzumacija u restoranu,608 Random Street,2024-11-20 13:06:00,614,Sample note for the order.,56.00,2024-11-20 13:06:00
945,419,5,Konzumacija u restoranu,551 Random Street,2024-10-29 13:06:00,614,Sample note for the order.,22.00,2024-10-29 13:06:00
946,271,9,Dostava,844 Random Street,2024-09-13 13:06:00,614,Sample note for the order.,180.00,2024-09-13 11:06:00
947,436,2,Dostava,412 Random Street,2024-01-24 13:06:00,614,Sample note for the order.,11.00,2024-01-24 11:06:00
948,336,9,Dostava,684 Random Street,2024-04-12 13:06:00,614,Sample note for the order.,15.00,2024-04-12 12:06:00
949,478,5,Konzumacija u restoranu,207 Random Street,2024-06-10 13:06:00,614,Sample note for the order.,49.00,2024-06-10 13:06:00
950,176,1,Konzumacija u restoranu,235 Random Street,2024-08-14 13:06:00,868,Sample note for the order.,252.00,2024-08-14 12:06:00
951,582,5,Dostava,68 Random Street,2024-10-20 13:06:00,868,Sample note for the order.,147.00,2024-10-20 12:06:00
952,324,7,Dostava,895 Random Street,2024-08-01 13:06:00,868,Sample note for the order.,108.00,2024-08-01 13:06:00
953,172,3,Dostava,768 Random Street,2024-08-18 13:06:00,868,Sample note for the order.,168.00,2024-08-18 13:06:00
954,178,9,Dostava,987 Random Street,2023-12-29 13:06:00,868,Sample note for the order.,74.00,2023-12-29 11:06:00
955,519,6,Dostava,519 Random Street,2024-10-19 13:06:00,868,Sample note for the order.,290.00,2024-10-19 13:06:00
956,558,2,Konzumacija u restoranu,344 Random Street,2024-08-08 13:06:00,868,Sample note for the order.,180.00,2024-08-08 13:06:00
957,228,4,Konzumacija u restoranu,770 Random Street,2024-10-08 13:06:00,868,Sample note for the order.,126.00,2024-10-08 11:06:00
958,555,1,Dostava,769 Random Street,2024-09-07 13:06:00,868,Sample note for the order.,324.00,2024-09-07 11:06:00
959,387,5,Konzumacija u restoranu,793 Random Street,2024-06-23 13:06:00,868,Sample note for the order.,153.00,2024-06-23 11:06:00
960,139,6,Konzumacija u restoranu,75 Random Street,2024-09-18 13:06:00,868,Sample note for the order.,26.00,2024-09-18 12:06:00
961,186,7,Dostava,723 Random Street,2024-08-16 13:06:00,868,Sample note for the order.,246.00,2024-08-16 13:06:00
962,245,5,Dostava,889 Random Street,2024-06-06 13:06:00,868,Sample note for the order.,198.00,2024-06-06 11:06:00
963,363,7,Konzumacija u restoranu,403 Random Street,2024-08-12 13:06:00,868,Sample note for the order.,74.00,2024-08-12 12:06:00
964,271,6,Konzumacija u restoranu,908 Random Street,2024-10-17 13:06:00,868,Sample note for the order.,294.00,2024-10-17 13:06:00
965,514,3,Konzumacija u restoranu,734 Random Street,2024-04-19 13:06:00,868,Sample note for the order.,392.00,2024-04-19 13:06:00
966,277,2,Dostava,734 Random Street,2024-05-11 13:06:00,868,Sample note for the order.,129.00,2024-05-11 12:06:00
967,142,6,Konzumacija u restoranu,819 Random Street,2024-10-09 13:06:00,868,Sample note for the order.,76.00,2024-10-09 11:06:00
968,273,2,Dostava,731 Random Street,2024-05-09 13:06:00,868,Sample note for the order.,204.00,2024-05-09 11:06:00
969,188,1,Konzumacija u restoranu,492 Random Street,2024-06-19 13:06:00,868,Sample note for the order.,360.00,2024-06-19 13:06:00
970,567,9,Konzumacija u restoranu,771 Random Street,2024-07-10 13:06:00,868,Sample note for the order.,160.00,2024-07-10 11:06:00
971,530,6,Dostava,215 Random Street,2024-01-23 13:06:00,868,Sample note for the order.,15.00,2024-01-23 13:06:00
972,105,3,Dostava,959 Random Street,2024-05-27 13:06:00,868,Sample note for the order.,104.00,2024-05-27 11:06:00
973,358,6,Dostava,341 Random Street,2024-02-22 13:06:00,868,Sample note for the order.,144.00,2024-02-22 11:06:00
974,313,3,Konzumacija u restoranu,566 Random Street,2024-06-07 13:06:00,868,Sample note for the order.,80.00,2024-06-07 11:06:00
975,539,3,Dostava,510 Random Street,2024-10-28 13:06:00,868,Sample note for the order.,60.00,2024-10-28 13:06:00
976,431,8,Dostava,563 Random Street,2024-03-06 13:06:00,868,Sample note for the order.,36.00,2024-03-06 11:06:00
977,121,4,Konzumacija u restoranu,634 Random Street,2024-05-12 13:06:00,868,Sample note for the order.,96.00,2024-05-12 12:06:00
978,135,1,Dostava,594 Random Street,2023-12-05 13:06:00,868,Sample note for the order.,144.00,2023-12-05 12:06:00
979,177,7,Dostava,256 Random Street,2024-10-04 13:06:00,868,Sample note for the order.,370.00,2024-10-04 11:06:00
980,289,2,Konzumacija u restoranu,512 Random Street,2024-10-20 13:06:00,868,Sample note for the order.,46.00,2024-10-20 11:06:00
981,362,1,Dostava,809 Random Street,2024-03-17 13:06:00,868,Sample note for the order.,192.00,2024-03-17 12:06:00
982,111,8,Konzumacija u restoranu,164 Random Street,2024-09-22 13:06:00,868,Sample note for the order.,84.00,2024-09-22 11:06:00
983,422,7,Dostava,964 Random Street,2024-04-14 13:06:00,868,Sample note for the order.,36.00,2024-04-14 13:06:00
984,572,2,Dostava,776 Random Street,2024-08-08 13:06:00,868,Sample note for the order.,294.00,2024-08-08 12:06:00
985,350,6,Dostava,996 Random Street,2024-09-25 13:06:00,868,Sample note for the order.,140.00,2024-09-25 11:06:00
986,109,3,Dostava,370 Random Street,2024-11-28 13:06:00,868,Sample note for the order.,15.00,2024-11-28 12:06:00
987,319,5,Dostava,672 Random Street,2024-09-23 13:06:00,868,Sample note for the order.,96.00,2024-09-23 13:06:00
988,541,8,Dostava,31 Random Street,2024-08-13 13:06:00,868,Sample note for the order.,24.00,2024-08-13 13:06:00
989,221,4,Konzumacija u restoranu,30 Random Street,2024-08-09 13:06:00,868,Sample note for the order.,104.00,2024-08-09 12:06:00
990,405,9,Konzumacija u restoranu,145 Random Street,2024-07-16 13:06:00,868,Sample note for the order.,41.00,2024-07-16 12:06:00
991,324,7,Dostava,265 Random Street,2024-04-04 13:06:00,868,Sample note for the order.,33.00,2024-04-04 11:06:00
992,357,1,Konzumacija u restoranu,890 Random Street,2024-10-19 13:06:00,868,Sample note for the order.,160.00,2024-10-19 11:06:00
993,543,4,Konzumacija u restoranu,51 Random Street,2023-12-20 13:06:00,868,Sample note for the order.,21.00,2023-12-20 11:06:00
994,392,4,Dostava,51 Random Street,2024-04-21 13:06:00,868,Sample note for the order.,250.00,2024-04-21 11:06:00
995,444,9,Dostava,948 Random Street,2024-06-20 13:06:00,868,Sample note for the order.,72.00,2024-06-20 12:06:00
996,543,10,Dostava,861 Random Street,2024-03-26 13:06:00,868,Sample note for the order.,117.00,2024-03-26 12:06:00
997,585,3,Dostava,968 Random Street,2024-05-07 13:06:00,868,Sample note for the order.,52.00,2024-05-07 13:06:00
998,264,1,Dostava,453 Random Street,2023-12-26 13:06:00,868,Sample note for the order.,420.00,2023-12-26 13:06:00
999,127,1,Konzumacija u restoranu,652 Random Street,2024-10-31 13:06:00,868,Sample note for the order.,21.00,2024-10-31 12:06:00
1000,303,9,Konzumacija u restoranu,351 Random Street,2024-10-15 13:06:00,868,Sample note for the order.,140.00,2024-10-15 13:06:00
1001,296,8,Dostava,620 Random Street,2024-11-24 13:06:00,868,Sample note for the order.,100.00,2024-11-24 11:06:00
1002,138,7,Konzumacija u restoranu,671 Random Street,2024-10-19 13:06:00,868,Sample note for the order.,90.00,2024-10-19 13:06:00
1003,248,2,Dostava,448 Random Street,2024-09-23 13:06:00,868,Sample note for the order.,306.00,2024-09-23 11:06:00
1004,501,2,Konzumacija u restoranu,511 Random Street,2024-09-09 13:06:00,868,Sample note for the order.,216.00,2024-09-09 13:06:00
1005,436,7,Dostava,883 Random Street,2024-08-08 13:06:00,868,Sample note for the order.,96.00,2024-08-08 12:06:00
1006,499,2,Konzumacija u restoranu,298 Random Street,2024-07-03 13:06:00,868,Sample note for the order.,116.00,2024-07-03 11:06:00
1007,276,6,Konzumacija u restoranu,848 Random Street,2024-01-02 13:06:00,868,Sample note for the order.,33.00,2024-01-02 11:06:00
1008,467,2,Konzumacija u restoranu,758 Random Street,2024-09-01 13:06:00,868,Sample note for the order.,230.00,2024-09-01 12:06:00
1009,153,8,Dostava,348 Random Street,2024-07-11 13:06:00,868,Sample note for the order.,216.00,2024-07-11 12:06:00
1010,308,10,Konzumacija u restoranu,486 Random Street,2024-08-04 13:06:00,868,Sample note for the order.,7.00,2024-08-04 12:06:00
1011,529,9,Konzumacija u restoranu,518 Random Street,2024-08-22 13:06:00,868,Sample note for the order.,94.00,2024-08-22 13:06:00
1012,314,10,Konzumacija u restoranu,425 Random Street,2024-02-24 13:06:00,868,Sample note for the order.,36.00,2024-02-24 13:06:00
1013,180,5,Konzumacija u restoranu,883 Random Street,2024-01-14 13:06:00,868,Sample note for the order.,33.00,2024-01-14 12:06:00
1014,107,10,Konzumacija u restoranu,476 Random Street,2024-04-12 13:06:00,868,Sample note for the order.,180.00,2024-04-12 12:06:00
1015,477,3,Konzumacija u restoranu,676 Random Street,2024-11-16 13:06:00,868,Sample note for the order.,51.00,2024-11-16 12:06:00
1039,390,6,Dostava,946 Random Street,2024-11-20 13:06:00,868,Sample note for the order.,128.00,2024-11-20 12:06:00
1040,396,7,Konzumacija u restoranu,598 Random Street,2024-03-19 13:06:00,868,Sample note for the order.,48.00,2024-03-19 12:06:00
1041,366,9,Konzumacija u restoranu,341 Random Street,2024-05-12 13:06:00,868,Sample note for the order.,115.00,2024-05-12 13:06:00
1042,331,9,Dostava,361 Random Street,2024-08-02 13:06:00,868,Sample note for the order.,54.00,2024-08-02 12:06:00
1043,195,2,Konzumacija u restoranu,332 Random Street,2024-09-18 13:06:00,868,Sample note for the order.,234.00,2024-09-18 12:06:00
1044,254,6,Dostava,86 Random Street,2024-05-14 13:06:00,868,Sample note for the order.,203.00,2024-05-14 12:06:00
1045,311,8,Konzumacija u restoranu,652 Random Street,2024-10-20 13:06:00,868,Sample note for the order.,112.00,2024-10-20 12:06:00
1046,135,8,Dostava,865 Random Street,2024-10-03 13:06:00,868,Sample note for the order.,84.00,2024-10-03 13:06:00
1047,183,6,Konzumacija u restoranu,402 Random Street,2024-05-18 13:06:00,868,Sample note for the order.,161.00,2024-05-18 13:06:00
1048,378,8,Dostava,552 Random Street,2024-06-03 13:06:00,868,Sample note for the order.,168.00,2024-06-03 13:06:00
1049,351,10,Dostava,880 Random Street,2024-01-29 13:06:00,868,Sample note for the order.,114.00,2024-01-29 12:06:00
1050,579,3,Dostava,272 Random Street,2024-02-11 13:06:00,868,Sample note for the order.,37.00,2024-02-11 11:06:00
753,351,3,Dostava,169 Random Street,2024-01-13 13:06:00,499,Sample note for the order.,152.00,2023-12-12 14:20:40
652,226,2,Konzumacija u restoranu,379 Random Street,2024-07-05 13:06:00,215,Sample note for the order.,266.00,2023-12-12 06:40:24
765,178,1,Dostava,448 Random Street,2024-09-22 13:06:00,499,Sample note for the order.,370.00,2023-12-12 09:32:24
781,578,10,Dostava,770 Random Street,2024-05-04 13:06:00,499,Sample note for the order.,120.00,2023-12-12 20:44:26
732,331,5,Dostava,72 Random Street,2024-08-15 13:06:00,215,Sample note for the order.,22.00,2023-12-12 06:52:41
552,599,9,Dostava,916 Random Street,2024-02-28 13:06:00,972,Sample note for the order.,63.00,2023-12-12 08:16:52
758,221,4,Konzumacija u restoranu,935 Random Street,2024-10-23 13:06:00,499,Sample note for the order.,200.00,2023-12-12 20:57:46
554,405,2,Dostava,699 Random Street,2024-09-19 13:06:00,972,Sample note for the order.,190.00,2023-12-12 22:42:34
817,205,9,Dostava,704 Random Street,2024-03-15 13:06:00,499,Sample note for the order.,279.00,2023-12-12 09:02:08
670,188,7,Dostava,890 Random Street,2024-05-26 13:06:00,215,Sample note for the order.,29.00,2023-12-12 17:48:16
734,370,4,Dostava,21 Random Street,2024-07-05 13:06:00,215,Sample note for the order.,198.00,2023-12-12 04:42:23
576,423,2,Dostava,402 Random Street,2024-11-01 13:06:00,972,Sample note for the order.,336.00,2023-12-12 20:07:00
605,295,2,Dostava,352 Random Street,2024-07-27 13:06:00,972,Sample note for the order.,180.00,2023-12-12 12:57:35
660,295,5,Dostava,708 Random Street,2024-03-19 13:06:00,215,Sample note for the order.,54.00,2023-12-12 12:38:30
663,353,3,Konzumacija u restoranu,834 Random Street,2024-01-31 13:06:00,215,Sample note for the order.,82.00,2023-12-12 11:19:49
770,348,9,Dostava,743 Random Street,2024-08-03 13:06:00,499,Sample note for the order.,99.00,2023-12-12 13:09:08
626,451,1,Dostava,589 Random Street,2024-06-14 13:06:00,972,Sample note for the order.,88.00,2023-12-12 00:00:02
784,157,2,Konzumacija u restoranu,347 Random Street,2024-07-06 13:06:00,499,Sample note for the order.,24.00,2023-12-12 07:46:38
764,449,4,Konzumacija u restoranu,295 Random Street,2024-11-18 13:06:00,499,Sample note for the order.,144.00,2023-12-12 12:19:01
556,288,6,Konzumacija u restoranu,319 Random Street,2024-10-14 13:06:00,972,Sample note for the order.,66.00,2023-12-12 08:15:59
641,207,3,Dostava,938 Random Street,2024-01-18 13:06:00,972,Sample note for the order.,88.00,2023-12-12 04:52:19
711,404,6,Dostava,576 Random Street,2024-05-14 13:06:00,215,Sample note for the order.,90.00,2023-12-12 02:54:44
707,139,5,Dostava,861 Random Street,2024-10-05 13:06:00,215,Sample note for the order.,14.00,2023-12-12 07:31:25
665,391,4,Konzumacija u restoranu,490 Random Street,2024-02-20 13:06:00,215,Sample note for the order.,240.00,2023-12-12 06:14:10
780,356,3,Dostava,429 Random Street,2024-11-22 13:06:00,499,Sample note for the order.,140.00,2023-12-12 18:06:32
759,114,7,Dostava,332 Random Street,2024-03-01 13:06:00,499,Sample note for the order.,72.00,2023-12-12 09:12:00
638,437,2,Dostava,965 Random Street,2024-01-08 13:06:00,972,Sample note for the order.,102.00,2023-12-12 07:10:40
768,286,4,Konzumacija u restoranu,580 Random Street,2024-07-26 13:06:00,499,Sample note for the order.,150.00,2023-12-12 07:44:53
791,461,2,Dostava,35 Random Street,2024-04-30 13:06:00,499,Sample note for the order.,56.00,2023-12-12 07:28:09
775,578,7,Dostava,57 Random Street,2024-03-01 13:06:00,499,Sample note for the order.,32.00,2023-12-12 22:31:29
733,464,8,Dostava,645 Random Street,2024-06-05 13:06:00,215,Sample note for the order.,276.00,2023-12-12 06:26:44
577,578,3,Dostava,405 Random Street,2024-02-04 13:06:00,972,Sample note for the order.,104.00,2023-12-12 18:38:40
700,562,2,Konzumacija u restoranu,60 Random Street,2024-06-18 13:06:00,215,Sample note for the order.,188.00,2023-12-12 04:13:42
561,115,7,Konzumacija u restoranu,997 Random Street,2024-01-18 13:06:00,972,Sample note for the order.,77.00,2023-12-12 01:50:45
717,277,2,Konzumacija u restoranu,966 Random Street,2024-05-24 13:06:00,215,Sample note for the order.,288.00,2023-12-12 04:18:39
634,351,1,Dostava,65 Random Street,2024-03-11 13:06:00,972,Sample note for the order.,162.00,2023-12-12 07:12:39
632,277,6,Konzumacija u restoranu,160 Random Street,2024-11-13 13:06:00,972,Sample note for the order.,294.00,2023-12-12 00:36:29
755,100,6,Konzumacija u restoranu,165 Random Street,2024-06-09 13:06:00,499,Sample note for the order.,80.00,2023-12-12 06:03:45
658,328,4,Konzumacija u restoranu,642 Random Street,2024-08-09 13:06:00,215,Sample note for the order.,168.00,2023-12-12 02:39:53
587,220,10,Konzumacija u restoranu,238 Random Street,2024-06-01 13:06:00,972,Sample note for the order.,50.00,2023-12-12 10:08:25
650,388,3,Konzumacija u restoranu,134 Random Street,2024-09-22 13:06:00,215,Sample note for the order.,66.00,2023-12-12 14:54:51
802,565,2,Dostava,418 Random Street,2024-04-02 13:06:00,499,Sample note for the order.,216.00,2023-12-12 15:12:38
578,221,6,Konzumacija u restoranu,857 Random Street,2024-08-16 13:06:00,972,Sample note for the order.,168.00,2023-12-12 00:13:14
815,533,4,Konzumacija u restoranu,818 Random Street,2024-09-06 13:06:00,499,Sample note for the order.,196.00,2023-12-12 03:18:12
695,204,7,Dostava,886 Random Street,2024-11-04 13:06:00,215,Sample note for the order.,66.00,2023-12-12 10:39:21
710,170,2,Konzumacija u restoranu,699 Random Street,2024-11-14 13:06:00,215,Sample note for the order.,72.00,2023-12-12 21:01:17
794,572,3,Konzumacija u restoranu,73 Random Street,2024-03-05 13:06:00,499,Sample note for the order.,232.00,2023-12-12 22:40:34
767,592,2,Konzumacija u restoranu,150 Random Street,2024-08-14 13:06:00,499,Sample note for the order.,360.00,2023-12-12 12:45:39
766,201,2,Konzumacija u restoranu,725 Random Street,2024-03-08 13:06:00,499,Sample note for the order.,32.00,2023-12-12 08:14:05
728,357,10,Dostava,126 Random Street,2024-04-14 13:06:00,215,Sample note for the order.,90.00,2023-12-12 07:03:30
602,252,10,Dostava,388 Random Street,2024-07-07 13:06:00,972,Sample note for the order.,184.00,2023-12-12 21:28:53
691,503,9,Konzumacija u restoranu,580 Random Street,2024-04-05 13:06:00,215,Sample note for the order.,329.00,2023-12-12 01:32:36
697,471,1,Konzumacija u restoranu,401 Random Street,2024-07-25 13:06:00,215,Sample note for the order.,270.00,2023-12-12 22:34:55
800,408,4,Konzumacija u restoranu,977 Random Street,2024-09-17 13:06:00,499,Sample note for the order.,200.00,2023-12-12 11:44:54
769,217,9,Dostava,101 Random Street,2024-09-21 13:06:00,499,Sample note for the order.,60.00,2023-12-12 04:00:59
705,404,5,Konzumacija u restoranu,640 Random Street,2024-03-29 13:06:00,215,Sample note for the order.,270.00,2023-12-12 04:15:25
599,579,6,Konzumacija u restoranu,717 Random Street,2024-09-29 13:06:00,972,Sample note for the order.,85.00,2023-12-12 17:07:15
677,399,6,Dostava,529 Random Street,2024-04-24 13:06:00,215,Sample note for the order.,140.00,2023-12-12 01:13:58
604,549,7,Konzumacija u restoranu,432 Random Street,2024-10-16 13:06:00,972,Sample note for the order.,217.00,2023-12-12 01:49:55
786,401,8,Konzumacija u restoranu,42 Random Street,2024-05-28 13:06:00,499,Sample note for the order.,7.00,2023-12-12 16:58:18
807,502,6,Dostava,983 Random Street,2024-11-16 13:06:00,499,Sample note for the order.,16.00,2023-12-12 19:48:51
803,113,2,Dostava,825 Random Street,2024-12-01 13:06:00,499,Sample note for the order.,328.00,2023-12-12 00:42:29
624,478,8,Konzumacija u restoranu,910 Random Street,2024-07-18 13:06:00,972,Sample note for the order.,231.00,2023-12-12 10:02:35
562,311,4,Dostava,470 Random Street,2024-09-27 13:06:00,972,Sample note for the order.,77.00,2023-12-12 14:00:03
698,277,8,Dostava,385 Random Street,2024-06-23 13:06:00,215,Sample note for the order.,112.00,2023-12-12 11:45:03
686,571,7,Dostava,900 Random Street,2024-07-24 13:06:00,215,Sample note for the order.,270.00,2023-12-12 21:51:24
636,365,5,Dostava,766 Random Street,2024-02-23 13:06:00,972,Sample note for the order.,270.00,2023-12-12 12:23:32
743,134,6,Dostava,448 Random Street,2024-06-07 13:06:00,215,Sample note for the order.,135.00,2023-12-12 06:12:10
785,159,4,Konzumacija u restoranu,394 Random Street,2024-06-26 13:06:00,499,Sample note for the order.,340.00,2023-12-12 20:48:05
631,219,9,Dostava,288 Random Street,2024-08-11 13:06:00,972,Sample note for the order.,280.00,2023-12-12 10:33:12
804,511,6,Dostava,428 Random Street,2024-08-12 13:06:00,499,Sample note for the order.,190.00,2023-12-12 13:52:01
643,456,2,Konzumacija u restoranu,115 Random Street,2024-02-03 13:06:00,972,Sample note for the order.,400.00,2023-12-12 18:23:19
749,386,8,Konzumacija u restoranu,783 Random Street,2024-10-13 13:06:00,215,Sample note for the order.,490.00,2023-12-12 02:30:19
776,417,9,Konzumacija u restoranu,340 Random Street,2024-03-18 13:06:00,499,Sample note for the order.,352.00,2023-12-12 18:53:14
596,440,9,Dostava,988 Random Street,2024-07-08 13:06:00,972,Sample note for the order.,64.00,2023-12-12 18:40:15
723,277,6,Konzumacija u restoranu,61 Random Street,2024-04-18 13:06:00,215,Sample note for the order.,22.00,2023-12-12 09:51:31
692,501,10,Konzumacija u restoranu,968 Random Street,2024-05-25 13:06:00,215,Sample note for the order.,58.00,2023-12-12 21:30:02
581,102,9,Dostava,893 Random Street,2024-01-28 13:06:00,972,Sample note for the order.,190.00,2023-12-12 05:05:20
661,550,9,Dostava,283 Random Street,2024-10-01 13:06:00,215,Sample note for the order.,110.00,2023-12-12 03:10:30
722,297,7,Konzumacija u restoranu,474 Random Street,2024-12-02 13:06:00,215,Sample note for the order.,230.00,2023-12-12 22:53:30
609,567,7,Dostava,954 Random Street,2024-10-29 13:06:00,972,Sample note for the order.,40.00,2023-12-12 08:10:19
699,436,1,Konzumacija u restoranu,683 Random Street,2024-07-19 13:06:00,215,Sample note for the order.,184.00,2023-12-12 16:05:19
640,466,8,Konzumacija u restoranu,2 Random Street,2024-05-15 13:06:00,972,Sample note for the order.,120.00,2023-12-12 20:13:33
735,561,2,Dostava,938 Random Street,2024-09-14 13:06:00,215,Sample note for the order.,42.00,2023-12-12 19:34:19
714,194,7,Konzumacija u restoranu,995 Random Street,2024-06-12 13:06:00,215,Sample note for the order.,168.00,2023-12-12 19:29:20
772,155,6,Dostava,917 Random Street,2024-02-11 13:06:00,499,Sample note for the order.,5.00,2023-12-12 07:25:50
745,386,9,Konzumacija u restoranu,277 Random Street,2024-06-14 13:06:00,215,Sample note for the order.,392.00,2023-12-12 20:41:09
740,491,2,Konzumacija u restoranu,461 Random Street,2024-04-03 13:06:00,215,Sample note for the order.,294.00,2023-12-12 15:09:31
637,115,6,Konzumacija u restoranu,296 Random Street,2024-02-10 13:06:00,972,Sample note for the order.,196.00,2023-12-12 10:50:25
603,512,3,Konzumacija u restoranu,820 Random Street,2024-07-29 13:06:00,972,Sample note for the order.,161.00,2023-12-12 00:00:00
591,109,6,Konzumacija u restoranu,669 Random Street,2024-08-01 13:06:00,972,Sample note for the order.,26.00,2023-12-12 20:58:36
808,452,5,Konzumacija u restoranu,291 Random Street,2024-07-08 13:06:00,499,Sample note for the order.,205.00,2023-12-12 15:21:10
792,499,9,Konzumacija u restoranu,473 Random Street,2024-07-28 13:06:00,499,Sample note for the order.,32.00,2023-12-12 07:42:23
747,551,2,Konzumacija u restoranu,324 Random Street,2024-07-09 13:06:00,215,Sample note for the order.,25.00,2023-12-12 18:09:17
651,205,2,Konzumacija u restoranu,215 Random Street,2024-06-04 13:06:00,215,Sample note for the order.,308.00,2023-12-12 00:47:05
757,542,6,Dostava,237 Random Street,2024-04-17 13:06:00,499,Sample note for the order.,92.00,2023-12-12 01:59:27
597,526,4,Dostava,5 Random Street,2024-08-11 13:06:00,972,Sample note for the order.,56.00,2023-12-12 23:48:38
771,316,2,Dostava,600 Random Street,2024-07-06 13:06:00,499,Sample note for the order.,342.00,2023-12-12 00:51:25
777,523,10,Konzumacija u restoranu,678 Random Street,2024-05-13 13:06:00,499,Sample note for the order.,441.00,2023-12-12 07:06:36
573,300,10,Konzumacija u restoranu,85 Random Street,2024-10-14 13:06:00,972,Sample note for the order.,162.00,2023-12-12 16:01:46
730,214,3,Konzumacija u restoranu,89 Random Street,2024-04-01 13:06:00,215,Sample note for the order.,70.00,2023-12-12 00:47:28
787,520,3,Dostava,155 Random Street,2024-05-13 13:06:00,499,Sample note for the order.,56.00,2023-12-12 12:00:04
611,424,3,Konzumacija u restoranu,940 Random Street,2024-03-15 13:06:00,972,Sample note for the order.,156.00,2023-12-12 13:36:28
709,305,9,Dostava,273 Random Street,2024-01-20 13:06:00,215,Sample note for the order.,160.00,2023-12-12 06:34:24
619,591,5,Konzumacija u restoranu,133 Random Street,2024-05-19 13:06:00,972,Sample note for the order.,217.00,2023-12-12 09:56:22
621,440,1,Konzumacija u restoranu,567 Random Street,2024-04-05 13:06:00,972,Sample note for the order.,30.00,2023-12-12 03:46:38
750,387,4,Dostava,101 Random Street,2024-05-28 13:06:00,499,Sample note for the order.,189.00,2023-12-12 12:30:37
727,204,8,Konzumacija u restoranu,362 Random Street,2024-06-18 13:06:00,215,Sample note for the order.,450.00,2023-12-12 08:28:12
810,300,10,Konzumacija u restoranu,752 Random Street,2024-01-22 13:06:00,499,Sample note for the order.,240.00,2023-12-12 18:22:07
779,270,9,Konzumacija u restoranu,364 Random Street,2024-08-21 13:06:00,499,Sample note for the order.,18.00,2023-12-12 23:07:48
811,405,4,Konzumacija u restoranu,28 Random Street,2024-12-01 13:06:00,499,Sample note for the order.,210.00,2023-12-12 03:23:37
563,592,8,Dostava,366 Random Street,2024-08-26 13:06:00,972,Sample note for the order.,100.00,2023-12-12 11:34:30
557,261,3,Dostava,825 Random Street,2024-09-04 13:06:00,972,Sample note for the order.,47.00,2023-12-12 23:22:59
795,578,2,Dostava,747 Random Street,2024-05-14 13:06:00,499,Sample note for the order.,225.00,2023-12-12 04:20:24
809,159,4,Konzumacija u restoranu,140 Random Street,2024-01-21 13:06:00,499,Sample note for the order.,28.00,2023-12-12 04:14:05
